发送日期,发送时间,发送年份,时间位置,出现时间秒,弹幕内容,用户ID,弹幕颜色,颜色代码,弹幕模式,字体大小,弹幕长度
2025/7/18,7:58:38,2025,19:44,1184.19,一语成谶，冠军和非冠军的差距,56cbaaf4...,白色,#FFFFFF,滚动弹幕,正常,14
2025/7/16,19:00:57,2025,0:51,51.04,皇后坏的最明显的一次,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,10
2025/7/15,2:44:42,2025,14:16,856.07,翠果是太后杀的，怕她影响皇后地位,13e39b76...,白色,#FFFFFF,滚动弹幕,正常,16
2025/6/13,10:49:11,2025,7:13,433.47,？？？这吐血有点过分了吧,7ab32f5e...,白色,#FFFFFF,滚动弹幕,正常,12
2025/4/26,20:11:25,2025,0:56,56.6,这要是有录音就好了,54235d10...,白色,#FFFFFF,滚动弹幕,正常,9
2025/3/18,18:26:12,2025,19:24,1164.08,这不属于近亲结婚吗,40f34d85...,白色,#FFFFFF,滚动弹幕,正常,9
2025/3/18,13:08:06,2025,23:53,1433.71,万年工具人温实初,7e9a7ce3...,深红色,#E70012,顶部弹幕,正常,8
2025/3/18,13:01:44,2025,17:38,1058.05,好，嬛嬛马上回来了,7e9a7ce3...,深红色,#E70012,顶部弹幕,正常,9
2025/3/18,9:24:16,2025,12:40,760.59,读书宫斗全不行，认贼作母第一名,227c5f0f...,白色,#FFFFFF,滚动弹幕,正常,15
2025/7/16,19:25:37,2025,17:33,1053.45,你滴熹妃马上带俩孩子回来咯,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,13
2025/7/2,10:57:54,2025,13:40,820.02,上届宫斗冠军的一眼看破,6c91a43c...,白色,#FFFFFF,顶部弹幕,正常,11
2025/5/13,19:46:07,2025,15:08,908.37,拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉拉,cc99fa58...,白色,#FFFFFF,滚动弹幕,正常,26
2025/5/13,19:45:18,2025,14:28,868.78,皇后：这个我害死了,cc99fa58...,白色,#FFFFFF,滚动弹幕,正常,9
2025/5/13,19:41:37,2025,10:19,619.84,人还活着呢,cc99fa58...,白色,#FFFFFF,滚动弹幕,正常,5
2025/5/13,19:41:22,2025,10:11,611.65,哎，人家被救了,cc99fa58...,白色,#FFFFFF,滚动弹幕,正常,7
2025/5/10,17:24:00,2025,11:35,695.1,这词曲和画面太合适了  ,659599fd...,白色,#FFFFFF,滚动弹幕,正常,12
2025/3/18,13:13:24,2025,0:48,48.9,每次看到这里都会小小地同情一下巨人之母,321916bb...,白色,#FFFFFF,滚动弹幕,正常,19
2025/3/18,12:54:26,2025,10:34,634.92,绝对不可能！摔碗,7e9a7ce3...,深红色,#E70012,顶部弹幕,正常,8
2025/3/18,12:53:26,2025,9:43,583.56,演技真牛啊，看得我想哭,7e9a7ce3...,白色,#FFFFFF,滚动弹幕,正常,11
2025/3/18,12:52:56,2025,14:56,896.19,乌拉拉拉氏,5d1d01ae...,白色,#FFFFFF,滚动弹幕,正常,5
2025/3/18,12:04:46,2025,5:27,327.44,拽妃这白眼，绝了,e8dab917...,白色,#FFFFFF,滚动弹幕,正常,8
2025/11/2,18:25:47,2025,24:19:00,1459.94,我,2be9257b...,白色,#FFFFFF,滚动弹幕,正常,1
2025/11/1,18:21:15,2025,14:13,853.48,翠果也好惨,a2a445fd...,白色,#FFFFFF,滚动弹幕,正常,5
2025/10/28,10:06:06,2025,9:51,591.19,甄嬛伤心我没哭   浣碧这段我想哭,19f3f19f...,白色,#FFFFFF,滚动弹幕,正常,17
2025/10/22,4:39:49,2025,25:05:00,1505.49,啊？,e85d6fad...,白色,#FFFFFF,滚动弹幕,正常,2
2025/10/12,0:40:58,2025,21:53,1313.11,大女主内核强大,772a3521...,白色,#FFFFFF,滚动弹幕,正常,7
2025/10/10,18:03:02,2025,11:48,708.62,刘欢牛逼,9b510842...,白色,#FFFFFF,滚动弹幕,正常,4
2025/10/10,17:49:58,2025,1:02,62.24,有录音也没用啊，皇后确实说的很隐晦很隐晦,9b510842...,白色,#FFFFFF,滚动弹幕,正常,20
2025/10/4,13:13:35,2025,24:06:00,1446.43,10.4有人吗,b808a946...,白色,#FFFFFF,滚动弹幕,正常,7
2025/10/4,13:13:27,2025,24:04:00,1444.72,10.4,b808a946...,白色,#FFFFFF,滚动弹幕,正常,4
2025/10/4,13:10:07,2025,20:49,1249.47,再瞒几天结局会不会不一样,b808a946...,白色,#FFFFFF,滚动弹幕,正常,12
2025/10/4,12:51:35,2025,5:56,356.04,不说嬛嬛会不会等得久一点,b808a946...,白色,#FFFFFF,滚动弹幕,正常,12
2025/10/3,21:59:30,2025,9:19,559.08,这段温实初真够恶的,63a7be9f...,白色,#FFFFFF,滚动弹幕,正常,9
2025/9/26,13:59:48,2025,1:02,62.66,←录音也不具有法律效应,51c8f89e...,白色,#FFFFFF,滚动弹幕,正常,11
2025/9/18,20:32:57,2025,9:51,591.01,哈哈哈哈哈哈哈哈哈,1fa773b1...,白色,#FFFFFF,滚动弹幕,正常,9
2025/9/12,12:00:03,2025,17:49,1069.25,变如脸,c7322c08...,白色,#FFFFFF,滚动弹幕,正常,3
2025/8/30,23:47:19,2025,8:20,500.31,温太医：推我干嘛,4f1cb579...,白色,#FFFFFF,滚动弹幕,正常,8
2025/8/30,22:11:03,2025,9:37,577.07,哈哈哈哈哈,3e9ddca9...,白色,#FFFFFF,滚动弹幕,正常,5
2025/8/23,18:35:23,2025,10:26,626.97,人还活着呢吗？,cdbd3a56...,白色,#FFFFFF,滚动弹幕,正常,7
2025/8/23,16:12:03,2025,11:54,714.44,？？？？？？？？？？？？？？？？好傻,1a39cf2b...,白色,#FFFFFF,滚动弹幕,正常,18
2025/8/23,16:06:23,2025,6:00,360.6,？？？？,1a39cf2b...,白色,#FFFFFF,滚动弹幕,正常,4
2025/8/22,22:54:41,2025,10:24,624.1,哈哈哈哈哈,245bec4...,白色,#FFFFFF,滚动弹幕,正常,5
2025/8/17,0:50:00,2025,9:48,588.47,还是他太迷人了,7b9bf863...,白色,#FFFFFF,滚动弹幕,正常,7
2025/8/13,23:21:28,2025,9:45,585.97,初哥被pua麻了,5c0b0493...,白色,#FFFFFF,滚动弹幕,正常,8
2025/8/13,21:23:16,2025,10:36,636.18,真死了吗,d98f97e6...,白色,#FFFFFF,滚动弹幕,正常,4
2025/7/20,19:46:54,2025,0:55,55.89,齐妃是又坏又蠢，同情她干什么,d8aac93d...,白色,#FFFFFF,滚动弹幕,正常,14
2025/7/16,19:31:17,2025,22:43,1363.52,嬛嬛4.0版本上线,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,9
2025/7/12,19:44:20,2025,9:05,545.31,。这里就有点yue了,d44b06c8...,白色,#FFFFFF,滚动弹幕,正常,10
2025/7/12,19:37:22,2025,0:01,1.67,不要啊，再等等不行吗？,d44b06c8...,白色,#FFFFFF,滚动弹幕,正常,11
2025/7/2,11:06:31,2025,25:46:00,1546.09,好消息是苏妃虽然身子残缺但是对姑姑是真的好,6c91a43c...,白色,#FFFFFF,顶部弹幕,正常,21
2025/6/26,12:47:28,2025,15:11,911.82,其他乌拉那拉氏做得到吗？能制衡后宫，稳坐下一个太后之位，延续家族的荣光吗？,15dc0608...,亮黄色,#FEF102,顶部弹幕,正常,37
2025/6/15,2:10:04,2025,10:01,601.94,舔狗,45900502...,白色,#FFFFFF,滚动弹幕,正常,2
2025/6/10,9:04:35,2025,8:48,528.53,哎，如果迟点说，可能人就回来了,1cda428...,白色,#FFFFFF,滚动弹幕,正常,15
2025/5/13,19:50:57,2025,22:54,1374.95,原理有谁？,cc99fa58...,白色,#FFFFFF,滚动弹幕,正常,5
2025/5/13,19:43:04,2025,11:29,689.71,不是，反正被别人就救了,cc99fa58...,白色,#FFFFFF,滚动弹幕,正常,11
2025/4/28,12:40:05,2025,0:14,14.15,其妃神风特攻队,2ac8b63d...,白色,#FFFFFF,滚动弹幕,正常,7
2025/4/26,20:41:02,2025,17:20,1040.76,什么玩意？新生的皇子那么小，怎么可能威胁到三皇子的地位？,54235d10...,白色,#FFFFFF,滚动弹幕,正常,28
2025/4/26,20:30:54,2025,7:39,459.69,跟黄老邪的船一样,54235d10...,白色,#FFFFFF,滚动弹幕,正常,8
2025/3/23,10:12:46,2025,17:15,1035.4,对，慈禧也是这么想的,44cb920c...,白色,#FFFFFF,滚动弹幕,正常,10
2025/3/23,10:04:17,2025,5:25,325.95,改名谢娜吧,44cb920c...,白色,#FFFFFF,滚动弹幕,正常,5
2025/3/19,23:43:25,2025,9:22,562.81,这点真的看不下去，琼瑶那种无病呻吟的感觉,7d0a95dd...,白色,#FFFFFF,滚动弹幕,正常,20
2025/3/18,14:59:26,2025,4:20,260.27,眉姐姐大受震撼,cbdf33e...,白色,#FFFFFF,滚动弹幕,正常,7
2025/3/18,12:00:11,2025,1:15,75.07,定语：宫里长大,e8dab917...,白色,#FFFFFF,滚动弹幕,正常,7
2025/3/18,9:33:12,2025,0:11,11.93,首发来了,9c9de58b...,白色,#FFFFFF,滚动弹幕,正常,4
2025/3/18,9:28:22,2025,10:18,618.25,您是哪位啊？能闭嘴吗？真的烦,8a17cf5b...,白色,#FFFFFF,顶部弹幕,正常,14
2025/3/18,8:58:49,2025,0:08,8.34,好早啊,be9e80f...,白色,#FFFFFF,滚动弹幕,正常,3
