发送日期,发送时间,发送年份,时间位置,出现时间秒,弹幕内容,用户ID,弹幕颜色,颜色代码,弹幕模式,字体大小,弹幕长度
2025/2/24,20:26:38,2025,11:11,671.12,这里的台词有问题，那时候大胖橘还没当皇帝，说生下皇子岂非谋逆,7c63a185...,白色,#FFFFFF,滚动弹幕,正常,30
2025/8/30,3:38:04,2025,13:07,787.31,其实是欢宜香+舒痕胶+烈日罚跪三重因素导致的,4f1cb579...,白色,#FFFFFF,滚动弹幕,正常,22
2025/8/13,19:17:11,2025,13:02,782.78,其实是舒痕胶害的,328b943...,白色,#FFFFFF,滚动弹幕,正常,8
2025/7/23,23:05:57,2025,9:27,567.36,蒋欣和孙俪这段对手戏是真好看啊,928740fd...,白色,#FFFFFF,滚动弹幕,正常,15
2025/7/13,0:16:58,2025,17:46,1066.46,端妃最后是皇贵妃呢，真是给了温宜一个好前程了,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,22
2025/7/13,0:02:32,2025,10:02,602.8,这是解说，想看完整的得看电视剧呢,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,16
2025/3/23,6:22:25,2025,11:04,664.19,这点加解说很没必要,93c19db6...,白色,#FFFFFF,滚动弹幕,正常,9
2025/3/13,15:29:24,2025,18:59,1139.96,预言家刀了,cbb6969e...,白色,#FFFFFF,滚动弹幕,正常,5
2025/3/12,14:09:45,2025,11:14,674.37,请问这里的了然是指什么，这个时候甄嬛不是已经知道所有的事情了吗,cb87376a...,白色,#FFFFFF,滚动弹幕,正常,31
2025/3/12,12:11:07,2025,15:04,904.66,演得好,74797fa6...,白色,#FFFFFF,滚动弹幕,正常,3
2025/8/11,19:31:43,2025,14:36,876.22,看一次哭一次，演得太好了,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,12
2025/5/4,3:38:10,2025,14:58,898.6,什么皇家后宫，分明就是吃人魔窟！,92785a99...,白色,#FFFFFF,滚动弹幕,正常,16
2025/3/7,20:18:14,2025,12:39,759.81,坏死了,1b8d1af7...,白色,#FFFFFF,滚动弹幕,正常,3
2025/11/8,10:22:40,2025,8:58,538.99,皇后才是王者 鹬蚌相争渔翁得利,51d15930...,白色,#FFFFFF,滚动弹幕,正常,15
2025/11/5,21:46:34,2025,11:57,717.95,因为华妃觉得这只是意外，从主观层面上她没有主动去打甄嬛的胎，所以她才会这么说,cdd41340...,白色,#FFFFFF,滚动弹幕,正常,38
2025/10/28,10:47:47,2025,11:21,681.16,不是谋逆，是华妃在暗示胖橘，年羹尧会助他拿到皇位，第一个生下孩子的亲王登基几率也大一点,70be3b99...,白色,#FFFFFF,滚动弹幕,正常,43
2025/9/25,13:03:30,2025,15:14,914.07,绝望了,90691bd6...,白色,#FFFFFF,滚动弹幕,正常,3
2025/8/20,8:56:21,2025,9:52,592.28,年羹尧可不止夺嫡，能平定天下的大将，就是自己作死，妹妹也一样自己作死,17cdfb1b...,白色,#FFFFFF,滚动弹幕,正常,34
2025/8/11,19:33:09,2025,14:30,870.93,成也年家拜也年家,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,8
2025/8/11,19:23:19,2025,12:25,745.47,都是可怜人，哪怕做了再多坏事，临了还是恨不起来,fdd24ede...,白色,#FFFFFF,滚动弹幕,正常,23
2025/8/2,12:59:22,2025,13:32,812.29,那害死嬛嬛的孩子追根到底也是大橘啊,fcf0c3e1...,白色,#FFFFFF,滚动弹幕,正常,17
2025/7/31,17:48:18,2025,11:38,698.02,端妃是被利用的,70c8034...,白色,#FFFFFF,滚动弹幕,正常,7
2025/6/21,8:16:29,2025,8:26,506.79,华妃口口声声说爱皇上，却为了自己的宠爱，不惜卖官鬻爵，她作为官宦之女，她会不知道这里面的危害，这是爱的表现？她只爱皇上对她的宠爱罢了。,8f26e3a4...,白色,#FFFFFF,滚动弹幕,正常,67
2025/4/12,20:14:02,2025,5:10,310.71,华贵妃要没了,b75c74ac...,白色,#FFFFFF,滚动弹幕,正常,6
2025/3/10,17:35:28,2025,9:55,595.75,就不能让我们好好享受一段完整的表演吗,dd54e3c8...,白色,#FFFFFF,滚动弹幕,正常,18
2025/2/26,17:44:43,2025,9:30,570.72,你不是去伺候邬思道了嘛,ace6ddac...,白色,#FFFFFF,滚动弹幕,正常,11
2025/11/3,1:58:28,2025,15:17,917.88,晚安，华妃娘娘,54bd541f...,白色,#FFFFFF,滚动弹幕,正常,7
2025/10/31,3:39:35,2025,16:40,1000.08,错了，端妃这个高段位的玩家怎么会不明白缘由呢？要知道端妃最后可是赢得了温宜公主的人,bec0a2b3...,白色,#FFFFFF,滚动弹幕,正常,41
2025/10/28,0:01:32,2025,8:40,520.14,华妃 皇后 甄嬛其实都是悲剧人物,916bb012...,白色,#FFFFFF,滚动弹幕,正常,16
2025/10/19,18:26:42,2025,14:08,848.15,不狠毒怎么能上位当皇帝。。,9f2fcc81...,白色,#FFFFFF,滚动弹幕,正常,13
2025/10/18,13:12:19,2025,17:34,1054.64,格格吧,ebc259f8...,白色,#FFFFFF,滚动弹幕,正常,3
2025/10/17,12:28:00,2025,1:27,87.05,眉庄的台词功底比华妃还是差远了,eddccd12...,白色,#FFFFFF,滚动弹幕,正常,15
2025/10/5,18:28:31,2025,15:13,913.24,恭送华妃娘娘,8c11d113...,白色,#FFFFFF,滚动弹幕,正常,6
2025/10/2,16:52:54,2025,15:51,951.02,真的好像谁都错了，也好像谁都没错,7ea77201...,白色,#FFFFFF,滚动弹幕,正常,16
2025/10/2,16:50:18,2025,13:41,821.96,是安陵容,7ea77201...,白色,#FFFFFF,滚动弹幕,正常,4
2025/9/26,13:30:15,2025,6:46,406.2,蒋欣这场戏一遍过,90e3b510...,白色,#FFFFFF,滚动弹幕,正常,8
2025/9/25,13:05:31,2025,17:08,1028.06,好大的耳朵啊！,90691bd6...,白色,#FFFFFF,滚动弹幕,正常,7
2025/9/9,11:50:51,2025,10:07,607.82,那你去看电视剧不就得了，看什么解说啊,1d35d9ff...,白色,#FFFFFF,滚动弹幕,正常,18
2025/8/24,17:02:49,2025,17:40,1060.44,后来自己的女儿也被夺，怎么不算报应,86304cad...,白色,#FFFFFF,滚动弹幕,正常,17
2025/8/2,9:00:51,2025,20:02,1202.45,甄远道说这玩意干啥，闲出屁了，是不是飘了？找死！,203136b...,白色,#FFFFFF,滚动弹幕,正常,24
2025/7/26,17:30:58,2025,12:51,771.96,要来了，要来了,d44b06c8...,白色,#FFFFFF,滚动弹幕,正常,7
2025/6/28,14:32:28,2025,9:44,584.99,皇帝夺嫡需要年家，用完就鸟尽弓藏罢了,bef20fce...,白色,#FFFFFF,滚动弹幕,正常,18
2025/6/6,10:54:16,2025,10:08,608.51,所以封建男权就该死,41d88218...,白色,#FFFFFF,滚动弹幕,正常,9
2025/5/8,19:49:09,2025,15:10,910.14,这里嬛嬛真没接住戏,62e3c130...,白色,#FFFFFF,滚动弹幕,正常,9
2025/4/25,13:39:40,2025,17:45,1065.34,确实,f67f2514...,白色,#FFFFFF,滚动弹幕,正常,2
2025/4/24,23:34:08,2025,11:32,692.7,？？？？端妃害年世兰在前啊,f67f2514...,白色,#FFFFFF,滚动弹幕,正常,13
2025/4/12,20:28:18,2025,17:17,1037.5,孙俪：襄嫔是被她的宫女下毒下死的。,b75c74ac...,白色,#FFFFFF,滚动弹幕,正常,17
2025/4/12,20:24:18,2025,15:06,906.54,没了,b75c74ac...,白色,#FFFFFF,滚动弹幕,正常,2
2025/3/23,17:25:21,2025,3:09,189.34,杀人诛心来了,3e78522c...,白色,#FFFFFF,滚动弹幕,正常,6
2025/3/10,17:41:00,2025,15:15,915.15,花一样的女子到了皇帝身边都得香消玉殒，该杀！,dd54e3c8...,白色,#FFFFFF,滚动弹幕,正常,22
2025/3/10,17:22:48,2025,13:27,807.29,老登才是罪魁祸首,a8a7eaab...,白色,#FFFFFF,滚动弹幕,正常,8
2025/2/26,19:10:42,2025,5:00,300.16,华妃娘娘声音条件真好啊,54febf2b...,白色,#FFFFFF,滚动弹幕,正常,11
